Категория;Товар;Цена;Адрес;Видим;Рекомендуемый;Бренд;Вариант;"Старая цена";Артикул;Склад;"Заголовок страницы";"Ключевые слова";"Описание страницы";Аннотация;Описание;Изображения;"Состав ";"Материал подкладки";"Страна производства ";"Доступные размеры";"Параметры модели";"Рост модели на фото ";Длина;"Длина рукава";Сезон;Цвет;Узор;Застежка;"Детали одежды";Технологии;"Вид спорта";Высота;"Длина по внутреннему шву";"Длина по боковому шву";"Обхват по талии";"Обхват по бедрам";"Ширина по низу";Посадка;Талия
Женщинам/Платья/Сарафаны;"Платье Billabong";259.00;plate-billabong;1;;Billabong;;;;;"Платье Billabong";"Платье Billabong, Billabong, Сарафаны";"Платье выполнено из легкого текстиля. Детали: прямой крой, регулируемые бретели, гладкая подкладка.";"<p>Платье выполнено из легкого текстиля. Детали: прямой крой, регулируемые бретели, гладкая подкладка.</p>";"<p>Платье выполнено из легкого текстиля. Детали: прямой крой, регулируемые бретели, гладкая подкладка.</p>";"BA067EWRAJ59_4785062_1_v2.jpg, BA067EWRAJ59_4785643_6_v1.jpg, BA067EWRAJ59_4785644_7_v1.jpg, BA067EWRAJ59_4785645_8_v1.jpg";"Полиэстер - 100%";"Полиэстер - 94%. Эластан - 6%";Вьетнам;S;83-61-91;180;"97 см";;мульти;синий;полоска;"без застежки";;;;;;;;;;;
Женщинам/Платья/Сарафаны;"Сарафан MadaM T";244.00;sarafan-madam-t;1;;"MadaM T";;;;;"Сарафан MadaM T";"Сарафан MadaM T, MadaM T, Сарафаны";"Сарафан MadaM T выполнен из эластичного материала. Модель прямого фасона. Детали: круглый вырез, сзади застежка на две пуговицы, шлевки, мягкий пояс в комплекте.";"<p>Сарафан MadaM T выполнен из эластичного материала. Модель прямого фасона. Детали: круглый вырез, сзади застежка на две пуговицы, шлевки, мягкий пояс в комплекте.</p>";"<p>Сарафан MadaM T выполнен из эластичного материала. Модель прямого фасона. Детали: круглый вырез, сзади застежка на две пуговицы, шлевки, мягкий пояс в комплекте.</p>";"MA422EWTGY31_4785261_1_v2.jpg, MA422EWTGY31_4793067_6_v1.jpg, MA422EWTGY31_4793068_7_v1.jpg, MA422EWTGY31_4793069_8_v1.jpg";"Вискоза - 95%. Лайкра - 5%";;Россия;S;80-58-88;178;"140 см";;лето;бежевый;цветочный;"на пуговицах";;;;;;;;;;;
Женщинам/Платья/Сарафаны;"Платье Little Mistress";344.00;plate-sarafan-little-mistress;1;;"Little Mistress";;;;;"Платье Little Mistress";"Платье Little Mistress, Little Mistress, Сарафаны";;;;"LI005EWPVB37_4732477_1_v1.jpg, LI005EWPVB37_4732743_6_v1.jpg, LI005EWPVB37_4732744_7_v1.jpg, LI005EWPVB37_4732745_8_v1.jpg";"Полиэстер - 100%";"Полиэстер - 100%";Китай;S;87-59-90;176;"145 см";;лето;розовый;цветочный;"без застежки";"бисер/бусины. плиссе/складки";;;;;;;;;;
Женщинам/Платья/Сарафаны;"Сарафан Stella Morgan";399.00;sarafan-plate-stella-morgan;1;;"Stella Morgan ";;;;;"Сарафан Stella Morgan";"Сарафан Stella Morgan, Stella Morgan, Сарафаны";;;;"SI386EWRHV72_4546455_1_v2.jpg, SI386EWRHV72_4549396_6_v1 (1).jpg, SI386EWRHV72_4549396_6_v1.jpg, SI386EWRHV72_4549398_8_v1.jpg";"Нейлон - 60%. Вискоза - 40%";;Китай;S;83-61-91;180;"122 см";;лето;мультиколор;полоска;"без застежки";;;;;;;;;;;
Женщинам/Платья/Сарафаны;"Платье Sweewe";495.00;plate-sarafan-b-sweewe;1;;"Sweewe ";;;;;"Платье Sweewe";"Платье Sweewe, Sweewe, Сарафаны";;;;"BY548EWRHT49_4532712_1_v2.jpg, BY548EWRHT49_4540004_6_v1.jpg, BY548EWRHT49_4540005_7_v1.jpg, BY548EWRHT49_4540006_8_v1.jpg";"Материал 1: Полиэстер - 94%. Эластан - 6%; Материал 2: Полиамид - 80%. Эластан - 20%";;Италия;M;84-62-90;176;"95 см";;лето;черно-белый;другое;"на молнии";;;;;;;;;;;
Женщинам/Платья/Сарафаны;"Платье Sweewe";519.00;plate-sarafan-sweewe;1;;"Sweewe ";;;;;"Платье Sweewe";"Платье Sweewe, Sweewe, Сарафаны";;;;"BY548EWRHT41_4532707_1_v2.jpg, BY548EWRHT41_4539980_6_v1.jpg, BY548EWRHT41_4539981_7_v1.jpg, BY548EWRHT41_4539982_8_v1.jpg";"Вискоза - 100%";;Италия;M;84-62-90;176;"90 см";;лето;черно-белый;другое;"на молнии";;;;;;;;;;;
Женщинам/Платья/Сарафаны;"Сарафан Fred Perry";610.00;sarafan-fred-perry;1;;"Fred Perry";;;;;"Сарафан Fred Perry";"Сарафан Fred Perry, Fred Perry, Сарафаны";"Сарафан прямого кроя. Модель выполнена из легкого текстиля и декорирована кружевом. Особенности: тонкие бретели, эластичные вставки на спинке, без подкладки.";"<p>Сарафан прямого кроя. Модель выполнена из легкого текстиля и декорирована кружевом. Особенности: тонкие бретели, эластичные вставки на спинке, без подкладки.</p>";"<p>Сарафан прямого кроя. Модель выполнена из легкого текстиля и декорирована кружевом. Особенности: тонкие бретели, эластичные вставки на спинке, без подкладки.</p>";"TW005EWOWJ27_4420944_1_v2.jpg, TW005EWOWJ27_4424571_6_v1.jpg, TW005EWOWJ27_4424572_7_v1.jpg, TW005EWOWJ27_4424573_8_v1.jpg";"Вискоза - 100%";;Болгария;M;80-58-88;178;"153 см";;лето;бежевый;цветочный;"без застежки";;;;;;;;;;;
Женщинам/Платья/Сарафаны;"Сарафан Gregory";590.00;sarafan-gregory;1;;Gregory;;;;;"Сарафан Gregory";"Сарафан Gregory, Gregory, Сарафаны";"Изделие выполнено из натурального шелка. Верхняя часть имеет второй кружевной слой, на талии кулиса с резинкой. Длина макси.";"<p>Изделие выполнено из натурального шелка. Верхняя часть имеет второй кружевной слой, на талии кулиса с резинкой. Длина макси.</p>";"<p>Изделие выполнено из натурального шелка. Верхняя часть имеет второй кружевной слой, на талии кулиса с резинкой. Длина макси.</p>";"MP002XW0249N_4674273_1_v1.jpeg, MP002XW0249N_4674274_2_v1.jpeg, MP002XW0249N_4674275_3_v1.jpeg, MP002XW0249N_4674276_4_v1.jpeg";"Шелк - 100%";"Без подкладки";;S;80-58-88;172;;;лето;розовый;цветочный;"без застежки";кружево/гипюр;;;;;;;;;;
Женщинам/Платья/Сарафаны;"Сарафан Patrizia Pepe";729.00;sarafan-patrizia-pepe;1;;"Patrizia Pepe ";;;;;"Сарафан Patrizia Pepe";"Сарафан Patrizia Pepe, Patrizia Pepe, Сарафаны";"Сарафан Patrizia Pepe выполнен из гладкого трикотажа. Модель свободного кроя. Особенности: открытые плечи, боковые разрезы, подкладка.";"<p>Сарафан Patrizia Pepe выполнен из гладкого трикотажа. Модель свободного кроя. Особенности: открытые плечи, боковые разрезы, подкладка.</p>";"<p>Сарафан Patrizia Pepe выполнен из гладкого трикотажа. Модель свободного кроя. Особенности: открытые плечи, боковые разрезы, подкладка.</p>";"PA748EWPTM98_4764487_1_v2.jpg, PA748EWPTM98_4769380_6_v1.jpg, PA748EWPTM98_4769381_7_v1.jpg, PA748EWPTM98_4769382_8_v1.jpg";"Полиэстер - 55%. Вискоза - 45%";;Турция;S;82-59-89;176;"130 см";;лето;белый;другое;"без застежки";"бахрома/кисточки. разрезы";;;;;;;;;;
Женщинам/Платья/Сарафаны;"Платье Dorothy Perkins";709.00;plate-sarafan-dorothy-perkins;1;;"Dorothy Perkins ";;;;;"Платье Dorothy Perkins";"Платье Dorothy Perkins, Dorothy Perkins, Сарафаны";"Платье от премиум-бренда выполнено из плотного текстиля. Модель прилегающего кроя. Особенности: застежка на молнию сзади, открытая спина, глубокий круглый вырез, декоративные строчки, оборка на юбке, шлица.";"<p>Платье от премиум-бренда выполнено из плотного текстиля. Модель прилегающего кроя. Особенности: застежка на молнию сзади, открытая спина, глубокий круглый вырез, декоративные строчки, оборка на юбке, шлица.</p>";"<p><span>Платье от премиум-бренда выполнено из плотного текстиля. Модель прилегающего кроя. Особенности: застежка на молнию сзади, открытая спина, глубокий круглый вырез, декоративные строчки, оборка на юбке, шлица.</span></p>";"EL037EWQCZ40_4565054_1_v2.jpg, EL037EWQCZ40_4568821_6_v1.jpg, EL037EWQCZ40_4568822_7_v1.jpg, EL037EWQCZ40_4568823_8_v1.jpg";"Полиамид - 88%. Эластан - 12%";;Италия;S;80-58-88;178;"108 см";;мульти;белый;однотонный;"на молнии";"открытая спина. рюши/воланы";;;;;;;;;;
Женщинам/Платья/Сарафаны;"Сарафан Tommy Hilfiger";729.00;sarafan-tommy-hilfiger;1;;"Tommy Hilfiger";;;;;"Сарафан Tommy Hilfiger";"Сарафан Tommy Hilfiger, Tommy Hilfiger, Сарафаны";;;;"TO263EWOLD48_4595478_1_v2.jpg, TO263EWOLD48_4610127_6_v1.jpg, TO263EWOLD48_4610128_7_v1.jpg, TO263EWOLD48_4610129_8_v1.jpg";"Полиэстер - 100%";"Полиэстер - 100%";Китай;S;83-60-89;177;"153 см";;лето;мультиколор;полоска;"на шнурках";;;;;;;;;;;
Женщинам/Платья/Сарафаны;"Сарафан Michael Ted Baker London";789.00;sarafan-michael-ted-baker-london;1;;"Ted Baker London ";;;;;"Сарафан Michael Ted Baker London";"Сарафан Michael Ted Baker London, Ted Baker London, Сарафаны";"Сарафан Michael Michael Kors выполнен из хлопка. Особенности: нерегулируемые бретели, сбоку застежка на молнию, подкладка.";"<p>Сарафан Michael Michael Kors выполнен из хлопка. Особенности: нерегулируемые бретели, сбоку застежка на молнию, подкладка.</p>";"<p>Сарафан Michael Michael Kors выполнен из хлопка. Особенности: нерегулируемые бретели, сбоку застежка на молнию, подкладка.</p>";"MI048EWQQP84_4764461_1_v2.jpg, MI048EWQQP84_4781904_6_v1.jpg, MI048EWQQP84_4781905_7_v1.jpg, MI048EWQQP84_4781906_8_v1.jpg";"Хлопок - 100%";;Индия;S;83-61-91;180;"93 см";;лето;белый;однотонный;"на пуговицах";кружево/гипюр;;;;;;;;;;
Женщинам/Платья/Сарафаны;"Сарафан Pinko";105.00;sarafan-black-pinko;1;;"Pinko ";;;;;"Сарафан Pinko";"Сарафан Pinko, Pinko, Сарафаны";"Сарафан Pinko выполнен из струящегося текстиля. Модель приталенного силуэта. Особенности: боковая застежка на молнию; два боковых кармана; регулируемые бретели; декоративное оформление высокой оборкой.";"<p>Сарафан Pinko выполнен из струящегося текстиля. Модель приталенного силуэта. Особенности: боковая застежка на молнию; два боковых кармана; регулируемые бретели; декоративное оформление высокой оборкой.</p>";"<p>Сарафан Pinko выполнен из струящегося текстиля. Модель приталенного силуэта. Особенности: боковая застежка на молнию; два боковых кармана; регулируемые бретели; декоративное оформление высокой оборкой.</p>";"PI754EWOIC75_4196209_1_v2.jpg, PI754EWOIC75_4205394_6_v1.jpg, PI754EWOIC75_4205395_7_v1.jpg, PI754EWOIC75_4205396_8_v1.jpg";"Полиэстер - 100%";;Румыния;M;82-59-89;176;;;лето;черный;однотонный;"на молнии";"бант. пряжки";;;;;;;;;;
Женщинам/Платья/Сарафаны;"Сарафан Pinko";245.00;sarafan-pink-pinko;1;;"Pinko ";;;;;"Сарафан Pinko";"Сарафан Pinko, Pinko, Сарафаны";"Сарафан премиум-бренда Pinko выполнен из плотного кружева. Модель расклешенного кроя. Особенности: широкие бретели, сзади застежка на потайную молнию, гладкая подкладка, волан.";"<p>Сарафан премиум-бренда Pinko выполнен из плотного кружева. Модель расклешенного кроя. Особенности: широкие бретели, сзади застежка на потайную молнию, гладкая подкладка, волан.</p>";"<p>Сарафан премиум-бренда Pinko выполнен из плотного кружева. Модель расклешенного кроя. Особенности: широкие бретели, сзади застежка на потайную молнию, гладкая подкладка, волан.</p>";"PI754EWOIE14_4628920_1_v2.jpg, PI754EWOIE14_4651121_6_v1.jpg, PI754EWOIE14_4651122_7_v1.jpg, PI754EWOIE14_4651123_8_v1.jpg";"Полиэстер - 100%";"Ацетат - 100%";Турция;S;82-59-89;176;"141 см";;лето;розовый;цветочный;"на молнии";"кружево/гипюр. рюши/воланы";;;;;;;;;;
Женщинам/Платья/Сарафаны;"Сарафан Pinko";62.00;sarafan-pinko;1;;"Pinko ";;;;;"Сарафан Pinko";"Сарафан Pinko, Pinko, Сарафаны";"Сарафан выполнен из хлопкового текстиля и принтованного полупрозрачного материала. Модель A-силуэта. Особенности: вырез на спине с тонкими завязками; декоративное оформление воланами.";"<p>Сарафан выполнен из хлопкового текстиля и принтованного полупрозрачного материала. Модель A-силуэта. Особенности: вырез на спине с тонкими завязками; декоративное оформление воланами.</p>";"<p><span>Сарафан выполнен из хлопкового текстиля и принтованного полупрозрачного материала. Модель A-силуэта. Особенности: вырез на спине с тонкими завязками; декоративное оформление воланами.</span></p>";"PI754EWOIC59_4527147_1_v2.jpg, PI754EWOIC59_4535250_6_v1.jpg, PI754EWOIC59_4535251_7_v1.jpg, PI754EWOIC59_4535252_8_v1.jpg";"Материал 1: Хлопок - 100%; Материал 2: Полиэстер - 65%. Хлопок - 35%";;Италия;S;80-58-88;178;;;лето;белый;"рисунки и надписи";"на шнурках";рюши/воланы;;;;;;;;;;
